,labels,kor_sentence
2703,0,"우리는 그것이 존재한다는 것을 알고 있습니다""라고 아르테미예프는 말했다."
2704,0,우리는 재생 가능한 원자재를 기반으로 한 솔루션을 고객에게 제공합니다.
2705,0,"전화 걸 때, 참가자들은 회의 ID로 877417을 인용해야 합니다."
2706,0,과제 작업은 이미 시작되었고 2011년 봄에 완료될 예정입니다.
2707,0,어제 르그랑은 2017년 만기 고정금리 3억 유로 계약을 발행했다.
2708,0,이본 존스는 카멜레온 인테리어의 주인입니다.
2709,0,ZAO YIT Moskovia는 모스크바와 그 주변 도시에 주택을 짓는다.
2710,0,BAWAG - 벤치마크 적용 계약을 발행합니다.
2711,0,JVC는 브라질에서 DVD 플레이어 생산을 중단한다: 일본의 JVC 그룹의 자회사인 JVC 두 브라질은 브라질에서 DVD 플레이어의 생산을 중단할 것이라고 발표했다.
2712,0,스웨덴 은행 하이포텍 - 2010년 1월까지 유로화로 적용되는 기준 고정 금리 계약을 발행합니다.
2713,0,아르헨티나 농업수출업체 칼라파테는 성명을 통해 동료 기업인 피네간스에게 소프트웨어 솔루션을 제안했다고 밝혔다.
2714,0,2006년 12월 4일 핀란드 인쇄회로기판(PCB) 제조업체인 아스포콤프 그룹 오이는 2007년 1월 8일 헨리 길크리스트를 아시아 사업부 수석 부사장으로 임명했다고 밝혔다.
2715,0,` 북유럽 인프라 건설이 우리의 전략적 성장 분야 중 하나다.
2716,0,` 펄프와 제지 산업은 중국과 러시아와 같은 나라에서 성장하고 있다.
2717,0,"` Sanoma는 구매자이지 대상이 아닙니다,'라고 그는 말했다."
2718,0,"`` 거래 후 티쿠릴라는 파우더 코팅과 관련된 작업이 없습니다""라고 회사는 말했다."
2719,0,`` 트렌드마이크로의 릭 퍼거슨(Rik Ferguson)은 24일(현지시간) 악성코드 제거 툴이 필요하다면 선택한 업체의 URL을 브라우저 바에 직접 입력하고 웹사이트의 링크를 이용하라며 이같이 밝혔다.
2720,0,`` 하룻밤 사이에 일어나진 않아
2721,0,`` 인쇄된 직물과 관련 디자인 전문지식은 항상 마리메코의 사업과 브랜드의 핵심이었습니다.
2722,0,`` 현지에서 고객을 응대하는 것은 고객 집중의 초석 중 하나입니다.
2723,0,"`` 우리는 우리가 그것을 매우 빨리 할 수 있다는 것을 확신하게 되었다""고 그는 핀란드 재계 기자들에게 말했다."
2724,0,`` 우리 쪽 사람들이 있다는 걸 알고 있어요''
2725,0,"+_lemiste City and Mainor 감독위원장은 ""+_lemiste City는 기업 총매출액이 5.4bn에 달하는 3,300명에게 일거리를 제공하는 지식기반경제 환경""이라고 말했다."
2726,0,2010년 5월 19일 - 핀란드 회사인 Leminkainen Oyj (HEL : LEM1S)는 재무 세부 사항을 공개하지 않고 헬싱키 시내 Toolonlahti에 사무실 건물을 건설할 것이라고 오늘 발표했다.
2727,0,2010년 11월 25일 핀란드 페인트 및 코팅 회사인 Tikkurila Oyj(헬: TIK1V)는 핀란드 국영 투자 회사인 Solidium Oy가 총 98만 유로에 자사의 지분 14.7%를 매각했다고 오늘 밝혔다.
2728,0,2011년 1월 26일 - 핀란드 소프트웨어 솔루션 공급업체인 Basware(HEL : BAS1V)는 주로 인수를 통해 국제적인 성장에 초점을 맞추어 향후 4년간의 전략과 목표를 조정했다고 어제 밝혔다.
2729,0,2010년 11월 26일 - 핀란드의 스포츠 용품 제조업체 아메르 스포츠 오이(Amer Sports Oyj)는 국제 투자자 단체로부터 30m 슐츠샤인 지폐를 대출받았다고 밝혔다.
2730,0,"2011년 1월 3일, 스칸디나비아의 대부업체 삼포 은행(HEL : SAMAS), 포홀라 은행(HEL : POH1S), 스벤스카 한델스방켄(STO : SHB A)은 레민켄 OYJ (USD213m)에 신용대출선을 제공했다."
2731,2,+_m+_l의 근로자 55명이 폐쇄의 영향을 받을 것이다.
2732,0,"코커 크레인은 캘리포니아주 마르티네스에 있는 테조로사의 골든이글 정제소에 공급될 예정이며, 유사한 크레인은 스페인 BP의 카스텔 정제소에 전달될 예정이다."
2733,0,몇몇 직원들은 오울루 공장에 남아 다른 그룹 유닛에 대한 지원 기능을 수행하게 될 것이다.
2734,0,우리에게 가장 큰 문제는 버튼 배치입니다.
2735,0,UPM과 핀란드계 스웨덴인 스토라 엔소 간의 합병 역시 가능성이 낮다.
2736,0,매디슨 중심가에 있는 제지공장이 곧 새 주인을 갖게 될 것이다.
2737,0,총 주문 금액의 30%는 2009년 4분기에 예약되었고 나머지는 2010년 2분기에 예약될 예정입니다.
2738,0,2010년 5월 1일부터 2010년 6월 30일까지 총 131000개의 탈비바라 마이닝 회사의 신주가 2007A 주식선택권에 따라 청약되었다.
2739,0,"4월 19일 주당 1.35유로의 명목가격을 가진 총 38,244주의 시티콘 신주가 이 회사의 스톡옵션 1999에 기초하여 A-B-C 옵션을 행사하여 청약되었다."
2740,0,"총 750,330주(주당 1.35유로)의 시티콘 신주가 1999년 스톡옵션 계획에 따라 A-B-C 옵션을 행사하여 12월에 청약되었다."
2741,0,ABN 암로 캐피탈은 헬싱키에 본사를 둔 디자이너 홈웨어 생산업체인 이탈라 오이(Iittala Oyj)를 소비자 제품 그룹 피스카(Fiskars)에 2억 3천만 유로에서 2억 3천 6백만 유로(약 3억 1천만 달러에서 3억 1천 6백만 달러)에 매각하기로 합의했다.
2742,0,핀란드 산림산업연맹의 예비정보에 따르면 2005년 핀란드로의 라운드우드 수입은 약 2000만㎡로 2004년보다 15% 증가했다.
2743,2,핀란드에 본사를 둔 스톡만 그룹이 러시아에 있는 7개의 프랜차이즈 스포츠 매장 나이키를 폐쇄했다.
2744,0,핀란드의 AC 드라이브 제조업체인 Vacon이 미국의 그룹인 Altra Holdings의 일부인 TB Wood's의 AC 드라이브 사업부를 인수합니다.
2745,0,핀란드 음료회사 올비는 핀란드에서 2009년 2분기 재무실적을 발표하지 않은 마지막 상장기업 중 하나다.
2746,0,"핀란드 백화점 그룹 스톡만은 직접 발행과 권리 제안을 통해 약 1억 4,100만 유로를 인수할 계획입니다."
2747,0,핀란드 케미라 그룹의 CEO인 라세 쿠르킬라티는 그룹의 구조 개편이 적어도 1년 동안 계속될 것이라고 말했습니다.
2748,0,핀란드 전력회사 포르툼은 2007년 전력의 89%가 이산화탄소 배출 없이 생산되었다고 보고했다.
2749,0,핀란드 라우타루키의 엔지니어링 부문 루키엔지니어링이 노르웨이 모이라나 공장에서 운영을 재편한다.
2750,0,핀란드의 스테인리스 제조업체인 Outokumpu는 향후 몇 년간 은퇴 물결에 대응하기 위해 새로운 엔지니어를 채용할 계획이다.
2751,0,핀란드 해양 및 에너지 시장에 전력 솔루션을 제공하는 W+에르실+EA가 러시아 무르만스크에 서비스 센터를 열었다.
2752,2,핀란드에서는 현재 단스케은행 그룹의 일부인 삼포은행이 행정 및 지원 업무에서 직원을 해고할 예정이다.
2753,0,커트 스벤슨 핀란드 지방정부 청장은 핀란드 회사 컴포넌타 경영진과 접촉해 +_m+_l 공장 폐쇄 결정에 대한 대안이 있는지 알아보겠다고 밝혔습니다.
2754,0,핀란드 루메네 화장품 기업 오너인 사모펀드 캡맨이 루메네 상장을 추진한다.
2755,2,통신 부문의 시스템 공급업체이자 계약 제조업체인 스캔필은 핀란드 시에비에 있는 이 회사의 공장에서 생산직 직원 20명에게 공고를 내고 직원 15명을 일시 해고할 예정이다.
2756,2,통신 부문의 시스템 공급사이자 계약 제조업체인 스캔필은 핀란드 오울루에서 직원을 일시 해고하기 위한 인사 협상을 시작할 예정이다.
2757,0,스웨덴의 엔지니어링 컨설턴트 회사인 에테플랜은 2008년 3월에서 4월 사이에 볼+엥게에 지사를 설립할 예정이다.
2758,0,핀란드 투자회사 스폰다는 모스크바 중심가에 위치한 비즈니스 센터 두카트 팰리스-2를 런던 앤 리저널 프로퍼티즈로부터 인수하기 위한 협상을 진행하고 있다.
2759,0,핀란드 은행 FIM에 따르면 알프로의 가격은 1억-1억 5천만 유로 정도라고 합니다.
2760,0,"헤이킬+에 따르면 핀란드에서도 곧 청량음료에서 ""다과와 에너지"" 이상의 것이 발견될 것이라고 한다."
2761,0,"HK Ruokatalo에 따르면, 그 회사가 사용하는 거의 모든 고기는 핀란드에서 온다."
2762,0,"L+Ehnnen Tehtat의 CEO Matti Karpinen에 따르면, 그 회사는 현재보다 하루 일찍 고객들에게 생선 제품을 배달하는 것을 목표로 하고 있다."
2763,0,"올비에 따르면, 그 회사는 이미 새로운 계약들을 협상하고 있다."
2764,0,사리오이넨의 일카 M+에켈+EA에 따르면 식품 산업 부문은 생산 기계의 과잉이 상당하다.
2765,0,헬싱키 증권거래소의 발표에 따라 센테라의 지분은 헬싱키 증권거래소의 NM 목록에서 상장 폐지된다.
2766,0,활동은 천연자원의 개발에서부터 완제품의 소매 마케팅에 이르기까지 다양하다.
2767,0,"또한 사업부문, 경쟁업체 및 향후 전망에 대한 정보도 제공됩니다."
2768,2,"또한, 회사는 최대 9명의 봉급생활자와 고위직 근로자들의 고용 계약을 해지할 것이다."
2769,0,"또한, 회사는 솔루션을 사용하여 IFRS 기준에 따른 재무제표 작성을 자동화할 것입니다."
2770,0,Affecto는 2007년부터 노르웨이 연금 제도 개발에 참여하고 있다.
2771,0,"Affecto는 새로운 EFI 데이터 웨어하우스 및 보고 솔루션, 운영 의사결정 프로세스를 지원하는 행동 점수 매기기 시스템, 기존 시스템에서 새로운 EFI 시스템으로의 데이터 마이그레이션을 제공합니다."
2772,0,AffectoGenimap은 핀란드 및 발트해 국가의 고객을 위해 고도로 맞춤화된 IT 솔루션을 구축합니다.
2773,0,2007년 4월 1일 이후 첸코프는 준주에 직원을 둘 수 없게 된다.
2774,0,"그리말디 그룹은 유코르 카 캐리어의 지분 50%를 인수한 후 스웨덴 롤온, 롤오프 항구인 월햄의 유일한 소유주가 되었다."
2775,0,인수 완료 후 포이리의 석유 및 가스 전문지식은 심층수 엔지니어링 서비스를 포함한 석유 및 가스 자산 수명주기 전반에 걸쳐 다분야 엔지니어링 및 컨설팅 서비스를 담당하게 된다.
2776,0,"이번 구조조정 이후 유럽 내 UPM의 평균 종이 기계 용량은 32만톤(단량 35만톤), 42만톤(단량 46만톤)이다."
2777,0,"거래 후, M-real은 Metsa-Botnia와 UPM의 지분 30% - 17%를 소유할 것입니다."
2778,0,거래 후 티쿠릴라에는 파우더 코팅이 없다.
2779,0,Ahlstrom Corporation 증권거래소 발표 23.4.27 Ahlstrom Corporation은 2007년 1분기 재무 결과를 2007년 4월 27일 금요일 오전 8시 30분에 발표할 예정입니다. 핀란드 시간.
2780,0,"AHMS는 또한 인도 전역에 호텔 및 호텔 프로젝트 컨설팅, 관리 서비스, 브랜드 프랜차이즈, 교육 및 영업 및 마케팅 서비스를 제공할 예정이다."
2781,0,악티아는 2010년 핀란드의 인플레이션을 1.1%로 예측했다.
2782,0,알다타는 자사의 음성 공급망 기술 접근 방식을 통해 VDW가 창고 관리 시스템과 통합될 수 있다고 언급했다.
2783,0,"알다타 솔루션 Oyj Stock Exchange 릴리즈 2006년 8월 11일 오전 11시에 2003년 스톡옵션을 통해 구독된 ALDATA 주식 총 95,000주의 새로운 알다타 솔루션 Oyj가 회사의 2003A 스톡옵션을 통해 구독되었다."
2784,0,12월 17일 버지니아 주의 알렉산드리아 - 핀란드 나스톨라의 레이조 살로바라가 베니어 절단기를 개발했다.
2785,0,"12월 19일 알렉산드리아 -- 12월 14일에 발행된 미국 특허 제7853,620호는 노키아 (핀란드 에스포)에 배정되었다."
2786,0,"12월 22일 Alexandria, Va. -- 12월 21일에 발행된 미국 특허 번호 7,854,608호가 Outotec Oyj (핀란드, Espoo)에 배정되었다."
2787,0,"1월 9일 Alexandria, Va. -- 1월 4일에 발행된 미국 특허 번호 7,862,685는 케미라 화학 주식회사(Marietta, Ga.)에 배정되었다."
2788,0,3월 15일 버지니아주 알렉산드리아 - 핀란드 투르쿠의 야코 빌로가 패널 프레스를 개발했다.
2789,0,"5월 23일 버지니아주 알렉산드리아 - 핀란드 에스포의 마티 하코넨과 펜티 시포넨, 핀란드 헬싱키의 오스모 수오바니에미, 핀란드 반타아의 타파니 티우사넨이 종이 웹 프레스 장치를 개발했다."
2790,0,10월 23일 버지니아 주의 알렉산드리아 - 핀란드 에스포의 한스-오토 셰크는 통신 시스템에서 원격 무선 장치를 식별하는 방법을 개발했다.
2791,0,"10월 6일 알렉산드리아 -- 9월 28일에 발행된 미국 특허 제7804,288호는 핀란드 바콘 오이(Vacon Oyj)에 배정되었다."
2792,0,Alma Media Corporation 보도 자료 2010년 3월 15일 수오멘 백알리사노맛에 인수됨 사스타말라 및 인근 지역에서 발행되는 티르반 사노맛과 백알리사노맛 두 지역 신문이 발행됩니다.
2793,0,Alma Media Corporation 보도 자료 2010년 3월 25일 TRV+_+_N SANOMAT 구매 확인 Tyrv+EA+Ehn Sanomat Oy의 사업 운영이 Soomen Backallissanomat Oy로 이전될 예정입니다.
2794,0,또한 정부 소유 투자 회사인 핀란드 산업 투자가 이 프로젝트에 참여할 것이다.
2795,0,또한 라트비아에서는 생산과 제품 개발 모두에서 베이커리 고객들의 파트너 역할을 하고 있습니다.
2796,0,"라우타루키 건설은 또 핀란드 알라지+에르비, 빔펠리, 페르+에세인+에요키 등지에서 고용주와 고용인간 협상을 벌이고 있다."
2797,2,시 보험사인 이프피앤씨손해보험도 보상금을 지급하지 않겠다고 밝혔다.
2798,0,"캡맨은 헬싱키, 스톡홀름, 코펜하겐, 오슬로, 모스크바, 룩셈부르크에서 약 150명의 직원을 고용하고 있다."
2799,0,알토나는 알토나의 회장인 케빈 말로니의 개인 회사인 툴라 리소스가 자격을 완전히 차지할 것이라고 진술하였다.
2800,0,"텔리아소네라 인수는 프랑스 텔레콤이 2000년 오렌지 plc를 278억 달러에 인수한 이래 최대 규모이며 AT&T, 버라이즌 커뮤니케이션스, 일본 NTT에 이어 세계 4위의 통신회사가 될 것이다."
2801,0,최대 4.0 mln 유로($ 5.3 mln)의 성과급도 2007년 인텔리비스 재무 실적에 따라 지급될 수 있다.
2802,0,이 문제에 대한 EU 법은 2010년경에 도입될 수 있다.
2803,1,"그리고 이달 초, 동사는 인도에 본사를 둔 정보기술 대기업인 위프로 테크놀로지스와 베를린에서의 무선 접속 관련 연구개발 활동을 이전하고 판매하기로 계약을 체결했다."
2804,0,또 다른 회사인 에어리퀴드는 1998년에 시장을 떠났기 때문에 면제되었다.
2805,0,"YIT홈 아파트는 YIT법인이 활동을 수행하는 러시아 5개 지역(모스크바·모스크바 지역, 상트페테르부르크, 예카테린부르크, 카잔, 로스토프나도누)에서 매입할 수 있다."
2806,0,"조사단은 스톡홀름 지역에서 약 1억6600만 크로네의 상환금이 요구되었으며, 나머지 8700만 크로네의 상환금은 서부 해안에서 가져갔다고 말했다."
2807,0,아레나 파트너스 오이는 전자 사업 개발 회사입니다.
2808,0,사브코르 알파는 계약 전 포토늄과 악셀리 라티넨의 사업부문을 인수했다.
2809,2,이에 회사가 기간제 일시 해고를 시행하기로 했다.
2810,2,"그 결과, 회사는 전체 인력의 25%를 일시 해고할 것이며, 커크코눔미와 니발라 공장에서 약 270명을 해고할 것이다."
2811,2,협상 결과 해지 대상 근로계약은 13건이다.
2812,2,협상 결과 회사는 총 5건의 고용계약을 해지할 예정이다.
2813,0,2007년 7월 2일부로 시가총액 부문은 2007년 5월 평균가격에 따라 갱신될 것이다.
2814,0,이 협정의 일환으로 아스포콤프는 핀란드 오울루에 있는 미드빌의 자회사 지분 10ppt도 인수할 예정이다.
2815,0,조직 개편의 일환으로 포흐홀라 보험의 개인 고객을 위한 현장 직원 250명이 2008년 10월 초부터 지역 협력 은행의 급여에 합류할 예정이다.
2816,0,"조직 개편의 일환으로 카우코텔코는 텔코, 라이푸린, 하미나 터미널 서비스, 카우코마르키나트로 분할될 예정이다."
2817,0,아스포의 그룹 구조와 비즈니스 운영은 미리 정의된 일정 없이 지속적으로 개발됩니다.
2818,0,Aspo는 까다로운 기업 간 고객을 지원합니다.
2819,0,"아스포콤프는 핀란드 살로공장의 일부 장비와 중국 및 인도 현지법인을 분리해 새로운 회사로 만들 것이며, 그 후 대부분은 홍콩 상장사인 미드빌에 매각될 예정이다."
2820,0,어느 시점에서는 이란과 이라크에도 퍼질 것이다.
2821,0,"지난 주 말, 프로탈릭스 바이오테라퓨틱스 주식회사(이하 PLX)는 자사 주식자본의 약 5%를 AMEX에 대한 첫 상장 계획서를 발행했다."
2822,0,"2009년 3월 말, 그 회사의 대출 총액은 10.113 mn이었다."
2823,0,현재 러시아에는 약 20개의 비아노르 영업소가 있다.
2824,0,자동화를 통해 여러 테스트를 동시에 수행할 수 있습니다.
2825,0,"바클레이스 plc (LSE : BARC ) (NYSE : BCS), 크레디트 아그리콜 SA (EPA : ACA ) (CAGR)"
2826,0,"이전 핸드셋의 설계에 기초하여, Nokia E72 및 Nokia E63 이 심비안 기반 모델은 Mail for Exchange 및 IBM Lotus Notes Traveler를 통해 전 세계 회사 이메일의 90% 이상을 직접 액세스할 수 있도록 약속되었습니다."
2827,0,Basware Business Transactions Service를 통해 고객은 전자 형식으로 송장을 받고 보낼 수 있습니다.
2828,0,바스웨어는 은행 대출로 인수 자금을 조달한다.
2829,0,"BasWare Invoice Processing, BasWare Contract Matching, BasWare Order Matching 및 BasWare KPI Reporting Tool은 BasWare의 Enterprise Purchase to Pay 제품군의 일부입니다."
2830,0,"BasWare Invoice Processing, BasWare Contract Matching, BasWare Order Matching 및 BasWare KPI Reporting Tool은 BasWare의 엔터프라이즈 Purchase to Pay 솔루션 제품군의 일부입니다."
2831,0,Basware는 SAP 4.5부터 모든 SAP 버전을 완벽하게 지원합니다.
2832,0,"쇠고기 수입은 2006년에 비해 약간 감소한 1,400만 킬로였다."
2833,0,베네본은 살로 사업부를 B2B 사업부로 전환하고 영국에 B2C 사업부를 설립할 예정이다.
2834,0,"베를링 캐피털, 우모 캐피털, 베이코 레인이 아만다 캐피털의 최대 주주이다."
2835,0,블루윈 시큐리티는 매월 구독이 가능하다.
2836,0,"블릭은 2007년 중반 영국 시장에서 먼저 출시될 예정이며, 그 뒤를 이어 다른 시장들도 출시될 예정이다."
2837,0,"보디 ES 보스토크는 또한 전력 판매 회사 모스네르기오스바디 (RTS : MSSB) (50.9%), 알타이네르기 (100%), 사라토베네르고 (RTS : SARE) 바디 (48.36%), 탐보브 전력 판매 회사 (RTS : 49B)의 지분을 소유하고 있다."
2838,0,두 소식통은 노키아가 10월 2일 런던에서 열리는 분석가 및 미디어 행사에서 코드명 ''튜브''라는 새 전화기를 공개할 것이라고 말했다.
2839,0,팀 모란 셀룰러 휴대폰 대기업 노키아가 시카고의 디지털 지도 공급업체인 나브텍에 81억 달러를 제안하고 있다.
2840,0,자본기준 및 자본적정성 측정은 바젤 II에 따른 접근법에 기초한다.
2841,0,"헬싱키, 스톡홀름, 코펜하겐, 오슬로에 지사를 두고 있는 캡맨은 노르딕 바이아웃, 메자닌, 기술, 생명과학, 부동산 펀드를 총 자본금 2억 유로로 관리하고 있다."
2842,0,2005년 6월에 폐쇄된 캡맨의 첫 번째 부동산 펀드는 헬싱키 메트로폴리탄 지역의 상업용 부동산에 투자했다.
2843,0,카르도나는 차의 속도를 늦추고 방향을 돌려 교차로로 돌아와 911에 신고했다.
2844,0,"카고텍의 브랜드인 Hiab, Kalmar, MacGregor는 해당 분야의 글로벌 시장 선도업체로, 화물이 이동 중인 육지와 해상에서 모두 솔루션을 사용하고 있다."
2845,0,"Cencorp은 생산 자동화를 위한 표준 제품의 개발, 제조 및 마케팅에 초점을 맞출 것이다."
2846,0,설계의 애즈-빌트(As-Built) 모델에 대한 변경 사항은 철강 및 GRC 제작 공정에 적용되도록 하청업체에 전달되었다.
2847,0,빨간 머리 또는 무지개 송어가 있는 자이언트 카운트다운 또는 횃불 색깔의 자이언트 쉐이드 랩 중에서 선택합니다.
2848,0,해당 거래가 오늘 마감되었습니다.
2849,0,코헨앤스티어스 주식회사 : 주식회사 주식 534530주는 주식자본 및 의결권의 4.985%에 해당한다.
2850,0,코헨앤스티어스 주식회사 : 주식자본 및 의결권의 4.985%에 해당하는 5개 534626주.
2851,0,com과 사진 촬영을 통해서도 가능합니다.
2852,0,"보고서에서 평가된 기업에는 알라딘, CA, F-Secure, 카스퍼스키, 마샬, McAfee, 마이크로소프트, 팬더, 프루프포인트, 소포스, 시만텍, 트렌드 마이크로, 텀블위드, 웹센스 등이 있다."
2853,0,COMPTEL Corporation Sami Evio 사장 겸 CEO Distribution: 나스닥 OMX 헬싱키 주요 미디어 Comptel Dynamic OSS 솔루션을 사용하면 통신 서비스 공급업체가 서비스를 유연하게 제공하고 효과적으로 요금을 청구할 수 있습니다.
2854,0,"Connectivity Services에는 종이 송장을 전자 형식으로 전송하는 아웃소싱된 Scan and Capture가 포함되며, Basware Business Transactions Service는 고객이 전자 형식으로 송장을 송부할 수 있도록 지원합니다."
2855,1,소비는 약 2% 증가할 것으로 예측된다.
2856,0,"국가 :, 핀란드 부문 : 건설-부동산 대상 : 포홀란 디자인-탈로 오이 구매자 : 캡맨 벤더 : USD 단위 루키그룹 오이딜 규모 : 102.6m 타입 : 분할현황 : 합의됨"
2857,0,"국가 :, 스위스 부문 : 의약품 대상 : 시노시아 치료제 보유 AG 바이어 : 바이오티 치료제 코퍼딜 규모 : USD : 129.4m 타입 : 기업 인수금융 : 전주식 현황 : 폐쇄"
2858,0,국가 :; 독일부문 : 건설-부동산 : 기계-공학대상 : Caverion GmbH 구매자 : YIT Oyj Deal in USD : 90.3m 타입 : 기업 인수현황 : 합의
2859,0,크라모는 건설기계·장비 렌털 및 렌털 관련 서비스를 전문으로 하는 서비스 업체로 모듈형 공간 렌털 및 판매도 전문으로 한다.
2860,0,크라모(Cramo Plc)는 건설기계 및 장비 임대 및 임대 관련 서비스를 전문으로 하는 서비스 기업이다.
2861,1,2009년 11월 20일 신용거래 - 핀란드의 유리 기술 회사인 Glaston Oyj Abp (HEL : GLA1V)는 오늘 핵심 은행들과 74m 유로 회전 신용거래 계약을 체결했다고 발표했다.
2862,0,"스테판은 CS카봇이 생산량의 55%를 굿이어, 브리지스톤, 미슐랭 폴란드 공장과 이 회사 파리 물류센터를 통해 독일 미슐랭이나 이탈리아 피렐리 등에 주로 수출하고 있다고 밝혔다."
2863,0,현재 이 공장은 풀가동 중이다.
2864,0,단스케은행은 350만명의 고객이 있는 덴마크 최대 은행이다.
2865,0,결정은 가능한 한 빨리 내려져야 한다.
2866,0,Outotec을 통한 배송은 30개월에 걸쳐 진행될 예정입니다.
2867,0,"노키아 1112, 노키아 2310, 노키아 2610의 배송은 2006년 2분기에 시작될 예정이다."
2868,0,배송은 2011년 하반기에 완료 예정입니다.
2869,0,"덴보쉬에 본사를 둔 톰톰은 유럽 최대의 자동차 내비게이션 장치 제조업체이며, 케이맨 제도에 기반을 둔 가민은 미국과 전체적으로는 규모가 더 크다."
2870,0,이러한 프로젝트는 시장 상황에 따라 완공 후 1년에서 3년 후에 판매됩니다.
2871,1,노키아 머니 솔루션스(Nokia Money Solutions)라고 불리는 이 회사 관계자는 이 같은 계획이 개발도상국들의 은행과 은행 간의 격차를 해소하기 위한 것이라고 말했다.
2872,2,시장 여건상 3200여명도 일시 해고한다.
2873,0,피르카 맥주 덕분에 이살미의 올비 양조장은 24시간 7일 근무제로 전환되고 있다.
2874,0,시 당국의 허가를 받은 집회가 진행되는 동안 영사관 직원이 노동자들에게 나와 이야기를 나누고 편지를 받아갔다.
2875,0,이포레가 중국에 전기차(EV) 사업 회사를 설립하기로 했다.
2876,0,엘코텍 둥관은 1999년 중국 둥관성 난청구에 설립됐으며 아시아태평양 지역에 위치한 엘코텍의 4권 제조 공장 중 하나다.
2877,0,Elcoteq SE 증권거래소 발표는 2009년 2월 4일 오전 10:00(EET)에 2월 11일 수요일 오전 9:00(EET)에 재무제표를 발표할 예정입니다.
2878,0,전기 소비량은 주파수가 높을수록 증가한다.
2879,0,엘리사는 핀란드의 Poyry Telecom Oy에 탈린 외에 에스토니아의 가장 큰 도시들의 수신에 대한 연구를 의뢰했다.
2880,0,다른 곳에서는 이전보다 더 발전된 포장을 지향하는 경향이 있다.
2881,0,장비는 핀란드 홀롤라에 있는 Vahto의 작업장에서 생산될 예정이며 2009년 1/4분기 동안 선적될 예정입니다.
2882,0,"에리이카 S+derderstr+mm은 비즈니스 그룹 컨트롤러 역할, 노키아 지멘스 네트웍스 기업 컨트롤러 직책을 포함하여 노키아 네트웍스에서 재무 및 관리 업무를 수행했다."
2883,0,"한편 헬리르-발도르 시데르 에스토니아 농무장관은 1박2일 일정으로 핀란드를 방문, 시르카-리사 안틸라 핀란드 농무부 장관을 만날 예정이다."
2884,1,Etteplan은 Borl+Enge에서 최소 20명의 직원을 고용하는 것을 목표로 한다.
2885,0,거래 대가의 2억2000만 유로가 4년 만기 이자가 붙는 벤더어음 형태로 지급됐다.
2886,0,S60 사용자 인터페이스를 갖춘 이 135그램 모델은 2.4인치 쿼터 VGA 디스플레이와 100메가바이트 내장 메모리를 갖추고 있으며 마이크로 시큐어 디지털 슬롯을 통해 확장할 수 있다.
2887,0,사료업체 수오멘레후와 라이시오는 GMO 사료를 수입하지 않는다.
2888,0,"재정적, 전략적, 운영적 요소가 고려된다."
2891,0,금융 조건은 공개되지 않았다.
2893,0,핀란드의 테크노폴리스는 상트페테르부르크의 하천에 테크노파크의 첫 번째 구간을 가져올 계획이다. 테크노폴리스의 카리 미코넨 부회장은 헬싱키에서 기자들에게 2008년 말 상트페테르부르크에서 말했다.
2894,0,핀란드 소재 기업 L+에넨테흐타트와 라이시오가 러시아 북서부에서 현지 동물사료 사업과 사료 생산을 시작하기 위해 설립한 합작법인 ZAO스칸딕사료를 해산하기로 했다.
2895,0,핀란드의 화물 처리 솔루션 회사인 카고텍 오이는 2008년 6월 17일 뉴질랜드의 화물 유통업체 제프로 테일게이트를 비공개 금액에 인수할 것이라고 발표했다.
2896,0,2007년 3월 21일 핀란드의 건설기계 및 장비 임대 그룹인 크라모 오이는 스웨덴의 자회사인 크라모 네덜란드 B.V.를 네덜란드 렌털 및 비계 회사인 야스톤 그롭 B.V.에 매각할 것이라고 밝혔다.
2897,0,2006년 10월 11일 핀란드의 마약 유통업체이자 도매업체인 Oriola-KD Oyj는 2007년 1월 15일자로 Anne Kariniemi의 물류 및 소싱 부서 부사장을 임명했다고 밝혔다.
2898,0,2008년 1월 3일 핀란드 전자제품 제조회사인 인틱 오이(Inctive Oyj)는 헬싱키에 있는 제조시설을 현지 부동산 회사인 스폰다 오이(Sponda Oyj)에 5.3mln 유로($ 7.8mln)에 매각했다고 밝혔다.
2899,0,핀란드 섬유 소재 소재 제조업체 알스트롬(AHL1V)은 오늘 2011년 3월 말까지 영국 칠사이드 공장의 23번 스핀레이스 복합 생산 라인을 폐쇄하기로 결정했다고 밝혔다.
2900,0,쿠이투 핀란드의 후계자는 핀란드 투자회사 네오마르카(Neomarkka)가 주요 소유주다.
2901,0,핀란드 투자 그룹 네오마르카 오이(Neomarkka Oyj)는 오늘 특수 셀룰로스 섬유 사업에 대한 투자 선택권에 대한 협상의 일환으로 쿠이투핀란드(Kuitu Finland Ltd)의 옛 생산 시설을 인수할 것이라고 밝혔다.
2902,0,"핀란드 투자자인 스캔필 오이(Scanfil Oyj, SCF1V)는 지난 금요일 노르웨이의 계약 전자제품 제조업체 키트론 ASA(OSL : KIT)의 주식 5700만주를 1억4390만엔(미화 24.4m-EUR 18.1m)에 매수했다고 밝혔다."
2903,0,핀란드의 플라스틱 파이프 제조업체 오노르는 아일랜드와 영국의 인프라 사업을 사모펀드 회사인 3i에 매각한다.
